"subject" "activity" "variable" "average"
"4103" 9 "LAYING" "fbodygyromeanx" -0.3839033574
"4104" 9 "LAYING" "fbodygyromeany" -0.5457130848
"4105" 9 "LAYING" "fbodygyromeanz" -0.255995637802
"4106" 9 "LAYING" "fbodygyrostdx" -0.5200231722
"4107" 9 "LAYING" "fbodygyrostdy" -0.4857861054
"4108" 9 "LAYING" "fbodygyrostdz" -0.4508679534
"4109" 9 "LAYING" "fbodyaccmagmean" -0.21309575484
"4110" 9 "LAYING" "fbodyaccmagstd" -0.315706511234
"4111" 9 "LAYING" "fbodybodyaccjerkmagmean" -0.32308760416
"4112" 9 "LAYING" "fbodybodyaccjerkmagstd" -0.36722328844
"4113" 9 "LAYING" "fbodybodygyromagmean" -0.46071442032
"4114" 9 "LAYING" "fbodybodygyromagstd" -0.464575411288
"4115" 9 "LAYING" "fbodybodygyrojerkmagmean" -0.6190762772
"4116" 9 "LAYING" "fbodybodygyrojerkmagstd" -0.6121357396
"4117" 9 "SITTING" "wBodyAccMeanX" 62.6180500740528
"4118" 9 "SITTING" "wBodyAccStdX" 711.272795907366
"4119" 9 "SITTING" "wBodyAccMeanY" 62.6188897095234
"4120" 9 "SITTING" "wBodyAccStdY" 711.27272194133
"4121" 9 "SITTING" "wBodyAccMeanZ" 62.6348245209181
"4122" 9 "SITTING" "wBodyAccStdZ" 711.271309304256
"4123" 9 "SITTING" "wBodyGyroMeanX" 62.6090347853108
"4124" 9 "SITTING" "wBodyGyroStdX" 711.27359722973
"4125" 9 "SITTING" "wBodyGyroMeanY" 62.6387755072442
"4126" 9 "SITTING" "wBodyGyroStdY" 711.27096315929
"4127" 9 "SITTING" "wBodyGyroMeanZ" 62.621597685882
"4128" 9 "SITTING" "wBodyGyroStdZ" 711.272483211297
"4129" 9 "SITTING" "wTotalAccMeanX" 63.5941704232093
"4130" 9 "SITTING" "wTotalAccStdX" 711.186181800392
"4131" 9 "SITTING" "wTotalAccMeanY" 62.5957524912175
"4132" 9 "SITTING" "wTotalAccStdY" 711.274774621447
"4133" 9 "SITTING" "wTotalAccMeanZ" 62.7124835078894
"4134" 9 "SITTING" "wTotalAccStdZ" 711.264417575069
"4135" 9 "SITTING" "tbodyaccmeanx" 0.2827565296
"4136" 9 "SITTING" "tbodyaccmeany" -0.0165905773504
"4137" 9 "SITTING" "tbodyaccmeanz" -0.10807145964
"4138" 9 "SITTING" "tbodyaccstdx" -0.10330705784
"4139" 9 "SITTING" "tbodyaccstdy" -0.057124510014
"4140" 9 "SITTING" "tbodyaccstdz" -0.3762093184
"4141" 9 "SITTING" "tgravityaccmeanx" 0.9504221112
"4142" 9 "SITTING" "tgravityaccmeany" -0.134188955636
"4143" 9 "SITTING" "tgravityaccmeanz" -0.0631329730918
"4144" 9 "SITTING" "tgravityaccstdx" -0.9544901092
"4145" 9 "SITTING" "tgravityaccstdy" -0.9457281432
"4146" 9 "SITTING" "tgravityaccstdz" -0.928021315
"4147" 9 "SITTING" "tbodyaccjerkmeanx" 0.108119431452
"4148" 9 "SITTING" "tbodyaccjerkmeany" 0.011620917832
"4149" 9 "SITTING" "tbodyaccjerkmeanz" 0.0169408736474
"4150" 9 "SITTING" "tbodyaccjerkstdx" -0.195930312684
"4151" 9 "SITTING" "tbodyaccjerkstdy" -0.145920326942
"4152" 9 "SITTING" "tbodyaccjerkstdz" -0.5929237346
"4153" 9 "SITTING" "tbodygyromeanx" -0.047742574751
"4154" 9 "SITTING" "tbodygyromeany" -0.066070995712
"4155" 9 "SITTING" "tbodygyromeanz" 0.084237330966
"4156" 9 "SITTING" "tbodygyrostdx" -0.43695898252
"4157" 9 "SITTING" "tbodygyrostdy" -0.5050034292
"4158" 9 "SITTING" "tbodygyrostdz" -0.36275197558
"4159" 9 "SITTING" "tbodygyrojerkmeanx" -0.06821009136
"4160" 9 "SITTING" "tbodygyrojerkmeany" -0.053817392414
"4161" 9 "SITTING" "tbodygyrojerkmeanz" -0.051835531266
"4162" 9 "SITTING" "tbodygyrojerkstdx" -0.40559746
"4163" 9 "SITTING" "tbodygyrojerkstdy" -0.6242978016
"4164" 9 "SITTING" "tbodygyrojerkstdz" -0.258865939038
"4165" 9 "SITTING" "tbodyaccmagmean" -0.0893146063718
"4166" 9 "SITTING" "tbodyaccmagstd" -0.11003475779
"4167" 9 "SITTING" "tgravityaccmagmean" -0.0893146063718
"4168" 9 "SITTING" "tgravityaccmagstd" -0.11003475779
"4169" 9 "SITTING" "tbodyaccjerkmagmean" -0.26850534642
"4170" 9 "SITTING" "tbodyaccjerkmagstd" -0.184853128682
"4171" 9 "SITTING" "tbodygyromagmean" -0.2992303961
"4172" 9 "SITTING" "tbodygyromagstd" -0.3890687096
"4173" 9 "SITTING" "tbodygyrojerkmagmean" -0.4940466156
"4174" 9 "SITTING" "tbodygyrojerkmagstd" -0.5545048294
"4175" 9 "SITTING" "fbodyaccmeanx" -0.143844966598
"4176" 9 "SITTING" "fbodyaccmeany" -0.068585348704
"4177" 9 "SITTING" "fbodyaccmeanz" -0.4446277176
"4178" 9 "SITTING" "fbodyaccstdx" -0.091014662154
"4179" 9 "SITTING" "fbodyaccstdy" -0.112441318684
"4180" 9 "SITTING" "fbodyaccstdz" -0.3889033858
"4181" 9 "SITTING" "fbodyaccjerkmeanx" -0.215873213266
"4182" 9 "SITTING" "fbodyaccjerkmeany" -0.20052763338
"4183" 9 "SITTING" "fbodyaccjerkmeanz" -0.5649284038
"4184" 9 "SITTING" "fbodyaccjerkstdx" -0.248799809672
"4185" 9 "SITTING" "fbodyaccjerkstdy" -0.14513058475474
"4186" 9 "SITTING" "fbodyaccjerkstdz" -0.6193214142
"4187" 9 "SITTING" "fbodygyromeanx" -0.31119565288
"4188" 9 "SITTING" "fbodygyromeany" -0.5059224
"4189" 9 "SITTING" "fbodygyromeanz" -0.2370147370094
"4190" 9 "SITTING" "fbodygyrostdx" -0.47967481766
"4191" 9 "SITTING" "fbodygyrostdy" -0.5087353066
"4192" 9 "SITTING" "fbodygyrostdz" -0.4691938174
"4193" 9 "SITTING" "fbodyaccmagmean" -0.08964167202
"4194" 9 "SITTING" "fbodyaccmagstd" -0.262473361382
"4195" 9 "SITTING" "fbodybodyaccjerkmagmean" -0.16276839974
"4196" 9 "SITTING" "fbodybodyaccjerkmagstd" -0.22061345777
"4197" 9 "SITTING" "fbodybodygyromagmean" -0.419350377684
"4198" 9 "SITTING" "fbodybodygyromagstd" -0.478562627
"4199" 9 "SITTING" "fbodybodygyrojerkmagmean" -0.567569186
"4200" 9 "SITTING" "fbodybodygyrojerkmagstd" -0.5705772464
"4201" 9 "STANDING" "wBodyAccMeanX" 62.4533367311472
"4202" 9 "STANDING" "wBodyAccStdX" 709.322469273134
"4203" 9 "STANDING" "wBodyAccMeanY" 62.4508555312029
"4204" 9 "STANDING" "wBodyAccStdY" 709.322689571222
"4205" 9 "STANDING" "wBodyAccMeanZ" 62.4566405647072
"4206" 9 "STANDING" "wBodyAccStdZ" 709.322176398003
"4207" 9 "STANDING" "wBodyGyroMeanX" 62.4508251686712
"4208" 9 "STANDING" "wBodyGyroStdX" 709.322699422862
"4209" 9 "STANDING" "wBodyGyroMeanY" 62.4584296646343
"4210" 9 "STANDING" "wBodyGyroStdY" 709.322020016928
"4211" 9 "STANDING" "wBodyGyroMeanZ" 62.4580373756518
"4212" 9 "STANDING" "wBodyGyroStdZ" 709.322053575841
"4213" 9 "STANDING" "wTotalAccMeanX" 63.4610342093023
"4214" 9 "STANDING" "wTotalAccStdX" 709.233053305301
"4215" 9 "STANDING" "wTotalAccMeanY" 62.4584808517139
"4216" 9 "STANDING" "wTotalAccStdY" 709.322012918728
"4217" 9 "STANDING" "wTotalAccMeanZ" 62.460078923795
"4218" 9 "STANDING" "wTotalAccStdZ" 709.321871088913
"4219" 9 "STANDING" "tbodyaccmeanx" 0.278389368444444
"4220" 9 "STANDING" "tbodyaccmeany" -0.0162116250164444
"4221" 9 "STANDING" "tbodyaccmeanz" -0.112629342533333
"4222" 9 "STANDING" "tbodyaccstdx" -0.428432192444444
"4223" 9 "STANDING" "tbodyaccstdy" -0.0963541065688889
"4224" 9 "STANDING" "tbodyaccstdz" -0.480328929333333
"4225" 9 "STANDING" "tgravityaccmeanx" 0.825638374666667
"4226" 9 "STANDING" "tgravityaccmeany" -0.0657083063555556
"4227" 9 "STANDING" "tgravityaccmeanz" -0.0611381086911111
"4228" 9 "STANDING" "tgravityaccstdx" -0.980130188666667
"4229" 9 "STANDING" "tgravityaccstdy" -0.968587034666667
"4230" 9 "STANDING" "tgravityaccstdz" -0.958995031555556
"4231" 9 "STANDING" "tbodyaccjerkmeanx" 0.086693641894
"4232" 9 "STANDING" "tbodyaccjerkmeany" -0.0241872925377778
"4233" 9 "STANDING" "tbodyaccjerkmeanz" -0.01027267376
"4234" 9 "STANDING" "tbodyaccjerkstdx" -0.379887472888889
"4235" 9 "STANDING" "tbodyaccjerkstdy" -0.136065406253333
"4236" 9 "STANDING" "tbodyaccjerkstdz" -0.633391604222222
"4237" 9 "STANDING" "tbodygyromeanx" -0.0599288885933333
"4238" 9 "STANDING" "tbodygyromeany" -0.0660233392688889
"4239" 9 "STANDING" "tbodygyromeanz" 0.0847421636
"4240" 9 "STANDING" "tbodygyrostdx" -0.566730794355556
"4241" 9 "STANDING" "tbodygyrostdy" -0.564788216222222
"4242" 9 "STANDING" "tbodygyrostdz" -0.444657972888889
"4243" 9 "STANDING" "tbodygyrojerkmeanx" -0.0915864448866667
"4244" 9 "STANDING" "tbodygyrojerkmeany" -0.0366941077022222
"4245" 9 "STANDING" "tbodygyrojerkmeanz" -0.0337105114444444
"4246" 9 "STANDING" "tbodygyrojerkstdx" -0.443231637555556
"4247" 9 "STANDING" "tbodygyrojerkstdy" -0.630185404
"4248" 9 "STANDING" "tbodygyrojerkstdz" -0.416211128666667
"4249" 9 "STANDING" "tbodyaccmagmean" -0.315585520888889
"4250" 9 "STANDING" "tbodyaccmagstd" -0.3987520346
"4251" 9 "STANDING" "tgravityaccmagmean" -0.315585520888889
"4252" 9 "STANDING" "tgravityaccmagstd" -0.3987520346
"4253" 9 "STANDING" "tbodyaccjerkmagmean" -0.372594056222222
"4254" 9 "STANDING" "tbodyaccjerkmagstd" -0.274578129204444
"4255" 9 "STANDING" "tbodygyromagmean" -0.454019558244444
"4256" 9 "STANDING" "tbodygyromagstd" -0.5297585638
"4257" 9 "STANDING" "tbodygyrojerkmagmean" -0.551439987777778
"4258" 9 "STANDING" "tbodygyrojerkmagstd" -0.566310448888889
"4259" 9 "STANDING" "fbodyaccmeanx" -0.396871976222222
"4260" 9 "STANDING" "fbodyaccmeany" -0.119740277317778
"4261" 9 "STANDING" "fbodyaccmeanz" -0.521664132666667
"4262" 9 "STANDING" "fbodyaccstdx" -0.442091567777778
"4263" 9 "STANDING" "fbodyaccstdy" -0.142619258755556
"4264" 9 "STANDING" "fbodyaccstdz" -0.499762173333333
"4265" 9 "STANDING" "fbodyaccjerkmeanx" -0.412113997777778
"4266" 9 "STANDING" "fbodyaccjerkmeany" -0.224462433078667
"4267" 9 "STANDING" "fbodyaccjerkmeanz" -0.612755048444445
"4268" 9 "STANDING" "fbodyaccjerkstdx" -0.402091225555556
"4269" 9 "STANDING" "fbodyaccjerkstdy" -0.0995277873491111
"4270" 9 "STANDING" "fbodyaccjerkstdz" -0.652227262444444
"4271" 9 "STANDING" "fbodygyromeanx" -0.465512713544444
"4272" 9 "STANDING" "fbodygyromeany" -0.562777379111111
"4273" 9 "STANDING" "fbodygyromeanz" -0.366169558622222
"4274" 9 "STANDING" "fbodygyrostdx" -0.600056643944444
"4275" 9 "STANDING" "fbodygyrostdy" -0.56948671
"4276" 9 "STANDING" "fbodygyrostdz" -0.524479651555556
"4277" 9 "STANDING" "fbodyaccmagmean" -0.361904268344444
"4278" 9 "STANDING" "fbodyaccmagstd" -0.514442844444444
"4279" 9 "STANDING" "fbodybodyaccjerkmagmean" -0.295711927644444
"4280" 9 "STANDING" "fbodybodyaccjerkmagstd" -0.255336369394667
"4281" 9 "STANDING" "fbodybodygyromagmean" -0.550355590311111
"4282" 9 "STANDING" "fbodybodygyromagstd" -0.598525786755556
"4283" 9 "STANDING" "fbodybodygyrojerkmagmean" -0.610763868888889
"4284" 9 "STANDING" "fbodybodygyrojerkmagstd" -0.544465770222222
"4285" 9 "WALKING" "wBodyAccMeanX" 63.0156934477471
"4286" 9 "WALKING" "wBodyAccStdX" 715.718568396497
"4287" 9 "WALKING" "wBodyAccMeanY" 63.0150089081048
"4288" 9 "WALKING" "wBodyAccStdY" 715.71859903203
"4289" 9 "WALKING" "wBodyAccMeanZ" 63.0146802077239
"4290" 9 "WALKING" "wBodyAccStdZ" 715.718635527931
"4291" 9 "WALKING" "wBodyGyroMeanX" 62.961101181122
"4292" 9 "WALKING" "wBodyGyroStdX" 715.723517162809
"4293" 9 "WALKING" "wBodyGyroMeanY" 63.0207810328111
"4294" 9 "WALKING" "wBodyGyroStdY" 715.718195366059
"4295" 9 "WALKING" "wBodyGyroMeanZ" 63.0266132802055
"4296" 9 "WALKING" "wBodyGyroStdZ" 715.717645576185
"4297" 9 "WALKING" "wTotalAccMeanX" 64.0167550693798
"4298" 9 "WALKING" "wTotalAccStdX" 715.629741173221
"4299" 9 "WALKING" "wTotalAccMeanY" 63.0017733853053
"4300" 9 "WALKING" "wTotalAccStdY" 715.719773367545
"4301" 9 "WALKING" "wTotalAccMeanZ" 62.8962265326039
"4302" 9 "WALKING" "wTotalAccStdZ" 715.729146126477
"4303" 9 "WALKING" "tbodyaccmeanx" 0.284610860192308
"4304" 9 "WALKING" "tbodyaccmeany" -0.00913231252115385
"4305" 9 "WALKING" "tbodyaccmeanz" -0.106184504826923
"4306" 9 "WALKING" "tbodyaccstdx" -0.796684451538462
"4307" 9 "WALKING" "tbodyaccstdy" -0.662451512657692
"4308" 9 "WALKING" "tbodyaccstdz" -0.756775782884615
"4309" 9 "WALKING" "tgravityaccmeanx" 0.9552721225
"4310" 9 "WALKING" "tgravityaccmeany" -0.0808988692576923
"4311" 9 "WALKING" "tgravityaccmeanz" 0.113480204909615
"4312" 9 "WALKING" "tgravityaccstdx" -0.974106403461538
"4313" 9 "WALKING" "tgravityaccstdy" -0.923481130769231
"4314" 9 "WALKING" "tgravityaccstdz" -0.907696841730769
"4315" 9 "WALKING" "tbodyaccjerkmeanx" 0.0547936224807692
"4316" 9 "WALKING" "tbodyaccjerkmeany" 0.000528044167307692
"4317" 9 "WALKING" "tbodyaccjerkmeanz" -0.0297096499873077
"4318" 9 "WALKING" "tbodyaccjerkstdx" -0.824823700384615
"4319" 9 "WALKING" "tbodyaccjerkstdy" -0.780520869634615
"4320" 9 "WALKING" "tbodyaccjerkstdz" -0.907989964038462
"4321" 9 "WALKING" "tbodygyromeanx" -0.0189889715109615
"4322" 9 "WALKING" "tbodygyromeany" -0.0711486613173077
"4323" 9 "WALKING" "tbodygyromeanz" 0.066506124875
"4324" 9 "WALKING" "tbodygyrostdx" -0.814270573653846
"4325" 9 "WALKING" "tbodygyrostdy" -0.826262844615385
"4326" 9 "WALKING" "tbodygyrostdz" -0.777959751096154
"4327" 9 "WALKING" "tbodygyrojerkmeanx" -0.106902146730769
"4328" 9 "WALKING" "tbodygyrojerkmeany" -0.0387227094230769
"4329" 9 "WALKING" "tbodygyrojerkmeanz" -0.0527082359384615
"4330" 9 "WALKING" "tbodygyrojerkstdx" -0.812003360711538
"4331" 9 "WALKING" "tbodygyrojerkstdy" -0.895194684615385
"4332" 9 "WALKING" "tbodygyrojerkstdz" -0.808173402903846
"4333" 9 "WALKING" "tbodyaccmagmean" -0.722002655939423
"4334" 9 "WALKING" "tbodyaccmagstd" -0.742311719615385
"4335" 9 "WALKING" "tgravityaccmagmean" -0.722002655939423
"4336" 9 "WALKING" "tgravityaccmagstd" -0.742311719615385
"4337" 9 "WALKING" "tbodyaccjerkmagmean" -0.823812627307692
"4338" 9 "WALKING" "tbodyaccjerkmagstd" -0.828690227307692
"4339" 9 "WALKING" "tbodygyromagmean" -0.757425024507692
"4340" 9 "WALKING" "tbodygyromagstd" -0.759328387692308
"4341" 9 "WALKING" "tbodygyrojerkmagmean" -0.857797760384615
"4342" 9 "WALKING" "tbodygyrojerkmagstd" -0.872974271538462
"4343" 9 "WALKING" "fbodyaccmeanx" -0.815823472769231
"4344" 9 "WALKING" "fbodyaccmeany" -0.706307082692308
"4345" 9 "WALKING" "fbodyaccmeanz" -0.830772650384615
"4346" 9 "WALKING" "fbodyaccstdx" -0.790218678886539
"4347" 9 "WALKING" "fbodyaccstdy" -0.662870020326923
"4348" 9 "WALKING" "fbodyaccstdz" -0.740446282692308
"4349" 9 "WALKING" "fbodyaccjerkmeanx" -0.836758323461538
"4350" 9 "WALKING" "fbodyaccjerkmeany" -0.795193164615385
"4351" 9 "WALKING" "fbodyaccjerkmeanz" -0.899302545192308
"4352" 9 "WALKING" "fbodyaccjerkstdx" -0.828243049615385
"4353" 9 "WALKING" "fbodyaccjerkstdy" -0.779435799711538
"4354" 9 "WALKING" "fbodyaccjerkstdz" -0.915372549615385
"4355" 9 "WALKING" "fbodygyromeanx" -0.780843574553846
"4356" 9 "WALKING" "fbodygyromeany" -0.855899291923077
"4357" 9 "WALKING" "fbodygyromeanz" -0.758702378519231
"4358" 9 "WALKING" "fbodygyrostdx" -0.827250880384615
"4359" 9 "WALKING" "fbodygyrostdy" -0.812098833269231
"4360" 9 "WALKING" "fbodygyrostdz" -0.806081793461538
"4361" 9 "WALKING" "fbodyaccmagmean" -0.767566774038462
"4362" 9 "WALKING" "fbodyaccmagstd" -0.770403354230769
"4363" 9 "WALKING" "fbodybodyaccjerkmagmean" -0.818380531923077
"4364" 9 "WALKING" "fbodybodyaccjerkmagstd" -0.842954106538462
"4365" 9 "WALKING" "fbodybodygyromagmean" -0.802060015576923
"4366" 9 "WALKING" "fbodybodygyromagstd" -0.776194854423077
"4367" 9 "WALKING" "fbodybodygyrojerkmagmean" -0.879400915576923
"4368" 9 "WALKING" "fbodybodygyrojerkmagstd" -0.873744734807692
"4369" 9 "WALKING_DOWNSTAIRS" "wBodyAccMeanX" 63.2687942443089
"4370" 9 "WALKING_DOWNSTAIRS" "wBodyAccStdX" 718.552530926478
"4371" 9 "WALKING_DOWNSTAIRS" "wBodyAccMeanY" 63.2633451308743
"4372" 9 "WALKING_DOWNSTAIRS" "wBodyAccStdY" 718.552919383794
"4373" 9 "WALKING_DOWNSTAIRS" "wBodyAccMeanZ" 63.2707064054798
"4374" 9 "WALKING_DOWNSTAIRS" "wBodyAccStdZ" 718.552277105277
"4375" 9 "WALKING_DOWNSTAIRS" "wBodyGyroMeanX" 63.1995852446833
"4376" 9 "WALKING_DOWNSTAIRS" "wBodyGyroStdX" 718.558766584914
"4377" 9 "WALKING_DOWNSTAIRS" "wBodyGyroMeanY" 63.2664220546485
"4378" 9 "WALKING_DOWNSTAIRS" "wBodyGyroStdY" 718.552815664822
"4379" 9 "WALKING_DOWNSTAIRS" "wBodyGyroMeanZ" 63.2784243384002
"4380" 9 "WALKING_DOWNSTAIRS" "wBodyGyroStdZ" 718.551654459932
"4381" 9 "WALKING_DOWNSTAIRS" "wTotalAccMeanX" 64.2604180947582
"4382" 9 "WALKING_DOWNSTAIRS" "wTotalAccStdX" 718.464540879431
"4383" 9 "WALKING_DOWNSTAIRS" "wTotalAccMeanY" 63.2463474958345
"4384" 9 "WALKING_DOWNSTAIRS" "wTotalAccStdY" 718.554427243567
"4385" 9 "WALKING_DOWNSTAIRS" "wTotalAccMeanZ" 63.1849967552585
"4386" 9 "WALKING_DOWNSTAIRS" "wTotalAccStdZ" 718.559881802054
"4387" 9 "WALKING_DOWNSTAIRS" "tbodyaccmeanx" 0.26898086
"4388" 9 "WALKING_DOWNSTAIRS" "tbodyaccmeany" -0.0100970113459524
"4389" 9 "WALKING_DOWNSTAIRS" "tbodyaccmeanz" -0.110785662095238
"4390" 9 "WALKING_DOWNSTAIRS" "tbodyaccstdx" -0.972666672380952
"4391" 9 "WALKING_DOWNSTAIRS" "tbodyaccstdy" -0.915075824880952
"4392" 9 "WALKING_DOWNSTAIRS" "tbodyaccstdz" -0.942684473809524
"4393" 9 "WALKING_DOWNSTAIRS" "tgravityaccmeanx" 0.399142788571429
"4394" 9 "WALKING_DOWNSTAIRS" "tgravityaccmeany" 0.429964639740476
"4395" 9 "WALKING_DOWNSTAIRS" "tgravityaccmeanz" 0.202504416428571
"4396" 9 "WALKING_DOWNSTAIRS" "tgravityaccstdx" -0.967150442857143
"4397" 9 "WALKING_DOWNSTAIRS" "tgravityaccstdy" -0.952428560738095
"4398" 9 "WALKING_DOWNSTAIRS" "tgravityaccstdz" -0.963971092380952
"4399" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeanx" 0.0817287586190476
"4400" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeany" -0.0034125614547619
"4401" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeanz" -0.0087123239252381
"4402" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdx" -0.973244483809524
"4403" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdy" -0.948335139047619
"4404" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdz" -0.972379787380952
"4405" 9 "WALKING_DOWNSTAIRS" "tbodygyromeanx" -0.0212559388595238
"4406" 9 "WALKING_DOWNSTAIRS" "tbodygyromeany" -0.0820769030476191
"4407" 9 "WALKING_DOWNSTAIRS" "tbodygyromeanz" 0.140573998571429
"4408" 9 "WALKING_DOWNSTAIRS" "tbodygyrostdx" -0.96091416452381
"4409" 9 "WALKING_DOWNSTAIRS" "tbodygyrostdy" -0.958841766904762
"4410" 9 "WALKING_DOWNSTAIRS" "tbodygyrostdz" -0.946343464047619
"4411" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeanx" -0.0933382101190476
"4412" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeany" -0.0432598864761905
"4413" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeanz" -0.0569683196190476
"4414" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdx" -0.965070496428571
"4415" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdy" -0.975342133571429
"4416" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdz" -0.966466676428571
"4417" 9 "WALKING_DOWNSTAIRS" "tbodyaccmagmean" -0.947707907619048
"4418" 9 "WALKING_DOWNSTAIRS" "tbodyaccmagstd" -0.922153348095238
"4419" 9 "WALKING_DOWNSTAIRS" "tgravityaccmagmean" -0.947707907619048
"4420" 9 "WALKING_DOWNSTAIRS" "tgravityaccmagstd" -0.922153348095238
"4421" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkmagmean" -0.968940452142857
"4422" 9 "WALKING_DOWNSTAIRS" "tbodyaccjerkmagstd" -0.959305637857143
"4423" 9 "WALKING_DOWNSTAIRS" "tbodygyromagmean" -0.941360396428571
"4424" 9 "WALKING_DOWNSTAIRS" "tbodygyromagstd" -0.932827573571429
"4425" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkmagmean" -0.975258345476191
"4426" 9 "WALKING_DOWNSTAIRS" "tbodygyrojerkmagstd" -0.967837406428571
"4427" 9 "WALKING_DOWNSTAIRS" "fbodyaccmeanx" -0.970024182857143
"4428" 9 "WALKING_DOWNSTAIRS" "fbodyaccmeany" -0.920925096904762
"4429" 9 "WALKING_DOWNSTAIRS" "fbodyaccmeanz" -0.952015860952381
"4430" 9 "WALKING_DOWNSTAIRS" "fbodyaccstdx" -0.974159295476191
"4431" 9 "WALKING_DOWNSTAIRS" "fbodyaccstdy" -0.917277832247619
"4432" 9 "WALKING_DOWNSTAIRS" "fbodyaccstdz" -0.941646259047619
"4433" 9 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanx" -0.973949787857143
"4434" 9 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeany" -0.949015257142857
"4435" 9 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanz" -0.968750577142857
"4436" 9 "WALKING_DOWNSTAIRS" "fbodyaccjerkstdx" -0.974972962857143
"4437" 9 "WALKING_DOWNSTAIRS" "fbodyaccjerkstdy" -0.951346995476191
"4438" 9 "WALKING_DOWNSTAIRS" "fbodyaccjerkstdz" -0.974620422619048
"4439" 9 "WALKING_DOWNSTAIRS" "fbodygyromeanx" -0.950986925238095
"4440" 9 "WALKING_DOWNSTAIRS" "fbodygyromeany" -0.961020229047619
"4441" 9 "WALKING_DOWNSTAIRS" "fbodygyromeanz" -0.940480475952381
"4442" 9 "WALKING_DOWNSTAIRS" "fbodygyrostdx" -0.964230024047619
"4443" 9 "WALKING_DOWNSTAIRS" "fbodygyrostdy" -0.958168565714286
"4444" 9 "WALKING_DOWNSTAIRS" "fbodygyrostdz" -0.953471533571429
"4445" 9 "WALKING_DOWNSTAIRS" "fbodyaccmagmean" -0.928891352380952
"4446" 9 "WALKING_DOWNSTAIRS" "fbodyaccmagstd" -0.930305114523809
"4447" 9 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmagmean" -0.959593992857143
"4448" 9 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmagstd" -0.957939840238095
"4449" 9 "WALKING_DOWNSTAIRS" "fbodybodygyromagmean" -0.943964036190476
"4450" 9 "WALKING_DOWNSTAIRS" "fbodybodygyromagstd" -0.93721371452381
"4451" 9 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmagmean" -0.969996844047619
"4452" 9 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmagstd" -0.967132570952381
"4453" 9 "WALKING_UPSTAIRS" "wBodyAccMeanX" 63.2786634853097
"4454" 9 "WALKING_UPSTAIRS" "wBodyAccStdX" 718.742926613024
"4455" 9 "WALKING_UPSTAIRS" "wBodyAccMeanY" 63.2805247385034
"4456" 9 "WALKING_UPSTAIRS" "wBodyAccStdY" 718.742740910055
"4457" 9 "WALKING_UPSTAIRS" "wBodyAccMeanZ" 63.2762160135177
"4458" 9 "WALKING_UPSTAIRS" "wBodyAccStdZ" 718.743126529984
"4459" 9 "WALKING_UPSTAIRS" "wBodyGyroMeanX" 63.1422839569219
"4460" 9 "WALKING_UPSTAIRS" "wBodyGyroStdX" 718.755236632461
"4461" 9 "WALKING_UPSTAIRS" "wBodyGyroMeanY" 63.2965791246381
"4462" 9 "WALKING_UPSTAIRS" "wBodyGyroStdY" 718.741466678662
"4463" 9 "WALKING_UPSTAIRS" "wBodyGyroMeanZ" 63.3078285099244
"4464" 9 "WALKING_UPSTAIRS" "wBodyGyroStdZ" 718.74043286323
"4465" 9 "WALKING_UPSTAIRS" "wTotalAccMeanX" 64.2451864699731
"4466" 9 "WALKING_UPSTAIRS" "wTotalAccStdX" 718.657164047316
"4467" 9 "WALKING_UPSTAIRS" "wTotalAccMeanY" 63.2609858715515
"4468" 9 "WALKING_UPSTAIRS" "wTotalAccStdY" 718.744473780981
"4469" 9 "WALKING_UPSTAIRS" "wTotalAccMeanZ" 63.0113464440188
"4470" 9 "WALKING_UPSTAIRS" "wTotalAccStdZ" 718.766628685961
"4471" 9 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.281460511428571
"4472" 9 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0172518545979592
"4473" 9 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.107609582483673
"4474" 9 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.970931375306123
"4475" 9 "WALKING_UPSTAIRS" "tbodyaccstdy" -0.942258461428571
"4476" 9 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.938342605714286
